,Organisation Code,Name,Address,Postcode,Contact Telephone Number,Number of patients registered at the GP practice,loc,Point,Latitude,Longitude,Altitude
439,F82674,Cranham Health Centre,"Cranham Health Centre, Avon Road, Upminster, Essex, RM14 1RG",RM14 1RG,0300 3001863,5054,"London Borough of Havering, London, Greater London, England, RM14 1RG, United Kingdom","(51.568865248954495, 0.2652913660541133, 0.0)",51.568865248954495,0.2652913660541133,0.0
440,F82675,Billet Lane Medical Practice,"Billet Lane Medical Pract, 58B Billet Lane, Hornchurch, Essex, RM11 1XA",RM11 1XA,01708 442377,16497,"London Borough of Havering, London, Greater London, England, RM11 1XA, United Kingdom","(51.56688985800682, 0.21901784455248072, 0.0)",51.56688985800682,0.2190178445524807,0.0
441,F82677,Dr A Moghal'S Practice,"Becontree Medical Centre, 641-645 Becontree Avenue, Dagenham, Essex, RM8 3HP",RM8 3HP,0844 4778681,6670,"London Borough of Barking and Dagenham, London, Romford, Greater London, England, RM8 3HP, United Kingdom","(51.55937232557353, 0.1410764238157336, 0.0)",51.55937232557353,0.1410764238157336,0.0
442,F82678,Dr Km Alkaisy Practice,"Urswick Medical Centre, Urswick Road, Dagenham, Essex, RM9 6EA",RM9 6EA,020 89844470,4381,"London Borough of Barking and Dagenham, London, Romford, Greater London, England, RM9 6EA, United Kingdom","(51.53672572005004, 0.13346536071445259, 0.0)",51.536725720050036,0.1334653607144525,0.0
443,F82679,Dr Dp Shah'S Practice,"Parkview Medical Centre, 199 Reede Road, Dagenham, Essex, RM10 8EJ",RM10 8EJ,020 85922664,5287,"London Borough of Barking and Dagenham, London, Romford, Greater London, England, RM10 8EJ, United Kingdom","(51.54512185110186, 0.16003660101073366, 0.0)",51.545121851101854,0.1600366010107336,0.0
444,F82680,Highgrove Surgery,"Barking Community Hosp, Upney Lane, Barking, Essex, IG11 9LX",IG11 9LX,020 38174117,36765,"London Borough of Barking and Dagenham, London, Romford, Greater London, England, IG11 9LX, United Kingdom","(51.53874010742989, 0.0987748567343251, 0.0)",51.53874010742989,0.0987748567343251,0.0
445,F82686,Dr A Patel,"Ashton Gardens, Chadwell Heath, Romford, Essex, RM6 6RT",RM6 6RT,020 85180580,12796,"London Borough of Barking and Dagenham, London, Romford, Greater London, England, RM6 6RT, United Kingdom","(51.57371554723814, 0.14010522459356425, 0.0)",51.57371554723814,0.1401052245935642,0.0
446,F83002,River Place Health Centre,"River Place Health Centre, River Place,Essex Road, London, N1 2DE",N1 2DE,020 77042832,8225,"London Borough of Islington, London, Islington, Greater London, England, N1 2DE, United Kingdom","(51.54051086133815, -0.09658693980576007, 0.0)",51.54051086133815,-0.09658693980576,0.0
447,F83003,Park End Surgery,"The Park End Surgery, 3 Park End, (Off South Hill Park), London, NW3 2SE",NW3 2SE,020 74357282,15645,NW3 2SE,"(51.55602628528537, -0.16567252071727262, 0.0)",51.55602628528537,-0.1656725207172726,0.0
448,F83004,Archway Medical Centre,"Archway Medical Centre, 652 Holloway Road, London, N19 3NU",N19 3NU,020 72720111,17418,"London Borough of Islington, London, Islington, Greater London, England, N19 3NU, United Kingdom","(51.562400777122136, -0.12576904489674112, 0.0)",51.56240077712214,-0.1257690448967411,0.0
449,F83005,Gower Street Practice,"Gower Street Practice, 20 Gower Street, London, WC1E 6DP",WC1E 6DP,020 76367628,5064,WC1E 6DP,"(51.52037450225844, -0.1300993462922019, 0.0)",51.520374502258434,-0.1300993462922019,0.0
450,F83006,Ampthill Practice,"Crowndale Health Centre, 59 Crowndale Road, London, NW1 1TN",NW1 1TN,020 73837333,5250,NW1 1TN,"(51.5344827773015, -0.1378470774061004, 0.0)",51.53448277730151,-0.1378470774061004,0.0
451,F83007,Roman Way Medical Centre,"Roman Way Medical Centre, 28 Laycock Street, London, N1 1SW",N1 1SW,020 76077502,5729,"London Borough of Islington, London, Islington, Greater London, England, N1 1SW, United Kingdom","(51.544235071624065, -0.10464799440425196, 0.0)",51.54423507162407,-0.1046479944042519,0.0
452,F83008,The Goodinge Group Practice,"Goodinge Health Centre, Goodinge Cl, 20 North Rd, London, N7 9EW",N7 9EW,020 76196670,8446,"London Borough of Islington, London, Islington, Greater London, England, N7 9EW, United Kingdom","(51.54825040349492, -0.1254419783276726, 0.0)",51.54825040349492,-0.1254419783276726,0.0
453,F83010,Islington Central Medical Centre,"Islington Central M. Ctr, 28 Laycock Street, London, N1 1SW",N1 1SW,020 73590445,3501,"London Borough of Islington, London, Islington, Greater London, England, N1 1SW, United Kingdom","(51.544235071624065, -0.10464799440425196, 0.0)",51.54423507162407,-0.1046479944042519,0.0
454,F83011,Primrose Hill Surgery,"Primrose Hill Surgery, 99 Regents Park Road, London, NW1 8UR",NW1 8UR,020 77220038,3095,NW1 8UR,"(51.5420549, -0.1563298, 0.0)",51.5420549,-0.1563298,0.0
455,F83012,Elizabeth Avenue Group Practice,"Elizabeth Ave Group Prac., 2 Elizabeth Avenue, Islington, London, N1 3BS",N1 3BS,020 72266363,13852,"London Borough of Islington, London, Islington, Greater London, England, N1 3BS, United Kingdom","(51.53902297180318, -0.09190475152556045, 0.0)",51.53902297180318,-0.0919047515255604,0.0
456,F83015,St Johns Way Medical Centre,"St. Johns Way Medical Ctr, 96 St. Johns Way, London, N19 3RN",N19 3RN,020 72721585,14370,"Elthorne Estate, London Borough of Islington, London, East Finchley, Greater London, England, N19 3RN, United Kingdom","(51.56802228882998, -0.13092002505389938, 0.0)",51.568022288829965,-0.1309200250538993,0.0
457,F83017,Hampstead Group Practice,"Hampstead Group Practice, 75 Fleet Road, Hampstead, London, NW3 2QU",NW3 2QU,020 74354000,10588,NW3 2QU,"(51.55333334149843, -0.16162001225895953, 0.0)",51.55333334149843,-0.1616200122589595,0.0
458,F83018,Prince Of Wales Group Surgery,"52 Prince Of Wales Road, Camden, London, NW5 3LN",NW5 3LN,020 72670067,4376,NW5 3LN,"(51.546913126562046, -0.14711655054825398, 0.0)",51.54691312656204,-0.1471165505482539,0.0
459,F83019,Abbey Medical Centre,"Abbey Medical Centre, 85 Abbey Road, London, NW8 0AG",NW8 0AG,020 76042455,4860,NW8 0AG,"(51.53792143102938, -0.1851318182213689, 0.0)",51.53792143102939,-0.1851318182213689,0.0
460,F83020,Adelaide Medical Centre,"Adelaide Medical Centre, 111 Adelaide Road, London, NW3 3RY",NW3 3RY,020 77224135,10157,NW3 3RY,"(51.543523795120834, -0.16111900783637195, 0.0)",51.543523795120834,-0.1611190078363719,0.0
461,F83021,Ritchie Street Group Practice,"Ritchie Street Group Prac, 34 Ritchie Street, London, N1 0DG",N1 0DG,020 78371663,24303,"London Borough of Islington, London, Islington, Greater London, England, N1 0DG, United Kingdom","(51.534717091327764, -0.10782545673371483, 0.0)",51.53471709132776,-0.1078254567337148,0.0
462,F83022,Caversham Group Practice,"4 Peckwater Street, Kentish Town, London, NW5 2UP",NW5 2UP,020 74285700,8900,"London Borough of Camden, London, Hampstead, Greater London, England, NW5 2UP, United Kingdom","(51.5503798, -0.13743608323436238, 0.0)",51.550379799999995,-0.1374360832343623,0.0
463,F83023,James Wigg Practice,"Kentish Town Health Ctre, 2 Bartholomew Road, London, NW5 2BX",NW5 2BX,020 74284555,33168,NW5 2BX,"(51.54640413242191, -0.13995481771226914, 0.0)",51.546404132421905,-0.1399548177122691,0.0
464,F83025,The Regents Park Practice,"Regents Park Medical Ctr., Cumberland Market, London, NW1 3RH",NW1 3RH,020 73884474,6815,NW1 3RH,"(51.52932998668691, -0.1418185885482183, 0.0)",51.529329986686896,-0.1418185885482183,0.0
465,F83027,Drs Bowry & Bowry'S Practice,"The Family Practice, 117 Holloway Road, Islington, London, N7 8LT",N7 8LT,020 76074322,4355,"London Borough of Islington, London, Islington, Greater London, England, N7 8LT, United Kingdom","(51.548169800000004, -0.10721455000000045, 0.0)",51.5481698,-0.1072145500000004,0.0
466,F83032,St Peter'S Street Medical Practice,"St.Peter'S St Med Pract, 16 1/2 St.Peter'S Street, Islington, London, N1 8JG",N1 8JG,020 72889320,4947,"London Borough of Islington, London, Islington, Greater London, England, N1 8JG, United Kingdom","(51.5356955, -0.1009449, 0.0)",51.5356955,-0.10094489999999999,0.0
467,F83033,Barnsbury Medical Practice,"Bingfield Primary Care Cr, 8 Bingfield Street, London, N1 0AL",N1 0AL,020 77009700,6979,"London Borough of Islington, London, Islington, Greater London, England, N1 0AL, United Kingdom","(51.53932087437939, -0.11926210042895105, 0.0)",51.539320874379385,-0.119262100428951,0.0
468,F83034,New North Health Centre,"New North Health Centre, 287-293 New North Road, London, N1 7AA",N1 7AA,020 72269090,2678,"London Borough of Islington, London, Islington, Greater London, England, N1 7AA, United Kingdom","(51.53753411883687, -0.09159210668726762, 0.0)",51.53753411883688,-0.0915921066872676,0.0
469,F83039,The Rise Group Practice,"Hornsey Rise Health Ctr., Hornsey Rise, London, N19 3YU",N19 3YU,020 75302484,889,"London Borough of Islington, London, Islington, Greater London, England, N19 3YU, United Kingdom","(51.571444007627996, -0.1250074890680975, 0.0)",51.571444007628,-0.1250074890680975,0.0
470,F83042,Gray'S Inn Road Medical Centre,"Gray'S Inn Road Med Ctr, 77 Gray'S Inn Road, Holborn, London, WC1X 8TS",WC1X 8TS,020 74059360,3515,WC1X 8TS,"(51.52273435816774, -0.11451108768202437, 0.0)",51.52273435816775,-0.1145110876820243,0.0
471,F83043,Ridgmount Practice,"Ridgmount Practice, 8 Ridgmount Street, London, WC1E 7AA",WC1E 7AA,020 73876306,3536,WC1E 7AA,"(51.520465482297524, -0.13119571500265617, 0.0)",51.520465482297524,-0.1311957150026561,0.0
472,F83044,The Bloomsbury Surgery,"The Bloomsbury Surgery, 1 Handel Street, London, WC1N 1PD",WC1N 1PD,020 78378559,7694,WC1N 1PD,"(51.5256159, -0.1230737, 0.0)",51.5256159,-0.12307370000000001,0.0
473,F83045,The Miller Practice,"The Miller Practice, 49 Highbury New Park, Highbury, London, N5 2ET",N5 2ET,020 73541972,12161,"London Borough of Islington, London, Islington, Greater London, England, N5 2ET, United Kingdom","(51.55141889540217, -0.09216500048557463, 0.0)",51.55141889540217,-0.0921650004855746,0.0
474,F83048,Brunswick Medical Centre Uhpc,"39 Brunswick Centre, London, WC1N 1AF",WC1N 1AF,020 78373057,4968,"Brunswick Centre, London Borough of Camden, London, Camden Town, Greater London, England, WC1N 1AF, United Kingdom","(51.52442971970883, -0.1235476587347091, 0.0)",51.52442971970883,-0.1235476587347091,0.0
475,F83050,Fortune Green Road Surgery,"80 Fortune Green Road, London, NW6 1DS",NW6 1DS,020 34355602,10640,NW6 1DS,"(51.554653689886834, -0.19662620735208863, 0.0)",51.55465368988683,-0.1966262073520886,0.0
476,F83052,Brookfield Park Surgery,"68 Chester Road, London, N19 5BZ",N19 5BZ,020 72639633,4688,N19 5BZ,"(51.564037203352655, -0.14353472551514396, 0.0)",51.564037203352655,-0.1435347255151439,0.0
477,F83053,Mildmay Medical Practice,"Mildmay Medical Practice, 2A Green Lanes, London, N16 9NF",N16 9NF,020 79231999,8716,"London Borough of Hackney, London, Hackney, Greater London, England, N16 9NF, United Kingdom","(51.55247412380851, -0.08573078037502399, 0.0)",51.55247412380851,-0.0857307803750239,0.0
478,F83055,West Hampstead Medical Centre,"9 Solent Road, London, NW6 1TP",NW6 1TP,020 74311588,7532,NW6 1TP,"(51.550039851672025, -0.19657788683981933, 0.0)",51.55003985167202,-0.1965778868398193,0.0
479,F83056,The Mitchison Road Surgery,"The Surgery, 2 Mitchison Road, London, N1 3NG",N1 3NG,020 72266016,9178,"London Borough of Islington, London, Islington, Greater London, England, N1 3NG, United Kingdom","(51.5450739239712, -0.08784061333268271, 0.0)",51.5450739239712,-0.0878406133326827,0.0
480,F83057,Parliament Hill Surgery,"Parliament Hill Surgery, 113-117 Highgate Road, London, NW5 1TR",NW5 1TR,020 74829280,24202,NW5 1TR,"(51.5548628, -0.1452121, 0.0)",51.554862799999995,-0.1452121,0.0
481,F83058,Holborn Medical Centre,"The Holborn Medical Ctr., 64-66 Lamb'S Conduit St., Holborn, London, WC1N 3NA",WC1N 3NA,020 30770044,5410,WC1N 3NA,"(51.522252993952364, -0.11854345183766563, 0.0)",51.52225299395237,-0.1185434518376656,0.0
482,F83059,Brondesbury Medical Centre,"Brondesbury Medical Ctr, 279 Kilburn High Road, London, NW6 7JQ",NW6 7JQ,020 76249853,2573,NW6 7JQ,"(51.543458395463595, -0.2001550432986776, 0.0)",51.5434583954636,-0.2001550432986776,0.0
483,F83060,The Northern Medical Centre,"Northern Medical Centre, 580 Holloway Road, London, N7 6LB",N7 6LB,020 38173975,11558,"London Borough of Islington, London, Islington, Greater London, England, N7 6LB, United Kingdom","(51.560765646950294, -0.12324681281705738, 0.0)",51.560765646950294,-0.1232468128170573,0.0
484,F83061,Museum Practice,"The Museum Practice, 58 Great Russell Street, London, WC1B 3BA",WC1B 3BA,020 74052739,5840,WC1B 3BA,"(51.51819546853508, -0.12563727099896144, 0.0)",51.51819546853508,-0.1256372709989614,0.0
485,F83063,Killick Street Health Centre,"Killick Street Health Ctr, 75 Killick Street, London, N1 9RH",N1 9RH,020 78339939,3952,"London Borough of Islington, London, Islington, Greater London, England, N1 9RH, United Kingdom","(51.533881764207344, -0.11895851439888928, 0.0)",51.533881764207344,-0.1189585143988892,0.0
486,F83064,City Road Medical Centre,"City House Medical Centre, Unit 1-3 Ground Floor, City Hse.,190-196 City Rd, London, EC1V 2QH",EC1V 2QH,020 73368170,4824,"London Borough of Islington, London, Islington, Greater London, England, EC1V 2QH, United Kingdom","(51.5278311038621, -0.09088760972617174, 0.0)",51.527831103862106,-0.0908876097261717,0.0
487,F83615,Cholmley Gardens Surgery,"1 Cholmley Gardens, Mill Lane, London, NW6 1AE",NW6 1AE,020 77946256,5817,NW6 1AE,"(51.55226119437879, -0.19542264155719097, 0.0)",51.55226119437879,-0.1954226415571909,0.0
488,F83623,Keats Group Practice,"The Keats Group Practice, 1B Downshire Hill, London, NW3 1NR",NW3 1NR,020 34354672,6058,NW3 1NR,"(51.55553440126174, -0.17102969184629171, 0.0)",51.55553440126174,-0.1710296918462917,0.0
489,F83624,Clerkenwell Medical Practice,"Clerkenwell Med Practice, Finsbury H/C,17 Pine St, London, EC1R 0LP",EC1R 0LP,020 78335906,6646,"London Borough of Islington, London, Islington, Greater London, England, EC1R 0LP, United Kingdom","(51.52486428285838, -0.10884420489650252, 0.0)",51.52486428285838,-0.1088442048965025,0.0
490,F83632,Queens Crescent Practice,"76 Queens Crescent, London, NW5 4EB",NW5 4EB,020 74856104,5883,NW5 4EB,"(51.5495977, -0.1521974, 0.0)",51.5495977,-0.1521973999999999,0.0
491,F83633,Daleham Gardens Health Centre,"The Surgery, 5 Daleham Gardens, London, NW3 5BY",NW3 5BY,020 31120800,10688,NW3 5BY,"(51.547951972153484, -0.17437702788264686, 0.0)",51.54795197215349,-0.1743770278826468,0.0
492,F83635,Kings Cross Surgery,"The Bloomsbury Building, 4 St Pancras Way, London, NW1 0PE",NW1 0PE,020 72789074,4069,NW1 0PE,"(51.53592466909441, -0.13171434979323574, 0.0)",51.53592466909441,-0.1317143497932357,0.0
493,F83652,Amwell Group Practice,"The Amwell Practice, 4 Naoroji Street, Islington, London, WC1X 0GB",WC1X 0GB,020 78372020,2358,"London Borough of Islington, London, Islington, Greater London, England, WC1X 0GB, United Kingdom","(51.52804346101206, -0.11081731731211779, 0.0)",51.52804346101206,-0.1108173173121177,0.0
494,F83658,Belsize Priory Medical Practice (Group),"Belsize Priory Med Pract, 208 Belsize Road, Kilburn, London, NW6 4DX",NW6 4DX,020 73288200,2322,NW6 4DX,"(51.539773463894306, -0.18801431092712637, 0.0)",51.53977346389431,-0.1880143109271263,0.0
495,F83660,Highbury Grange Medical Practice,"Highbury Grange Med Pract, 1-5 Highbury Grange, London, N5 2QB",N5 2QB,020 72262462,2834,"London Borough of Islington, London, Islington, Greater London, England, N5 2QB, United Kingdom","(51.55509091325547, -0.09567539097135618, 0.0)",51.55509091325547,-0.0956753909713561,0.0
496,F83664,The Village Practice,"The Village Practice, 115 Isledon Road, London, N7 7JJ",N7 7JJ,020 77006464,2560,"London Borough of Islington, London, Islington, Greater London, England, N7 7JJ, United Kingdom","(51.559677, -0.1100727, 0.0)",51.559677,-0.1100726999999999,0.0
497,F83665,Swiss Cottage Surgery,"Swiss Cottage Surgery, 2 Winchester Mews, Swiss Cottage, London, NW3 3NP",NW3 3NP,020 77222772,3756,NW3 3NP,"(51.54270775157556, -0.1725390966592922, 0.0)",51.54270775157556,-0.1725390966592922,0.0
498,F83666,Andover Medical Centre,"The Andover Medical Ctr., 270/282 Hornsey Road, London, N7 7QZ",N7 7QZ,020 72816956,11288,"Andover Estate, London Borough of Islington, London, Islington, Greater London, England, N7 7QZ, United Kingdom","(51.56181818768014, -0.11639464407045673, 0.0)",51.56181818768014,-0.1163946440704567,0.0
499,F83671,The Beaumont Practice,"The Beaumont Practice, Hornsey Rise Health Ctr., Hornsey Rise, London, N19 3YU",N19 3YU,020 72723155,6201,"London Borough of Islington, London, Islington, Greater London, England, N19 3YU, United Kingdom","(51.571444007627996, -0.1250074890680975, 0.0)",51.571444007628,-0.1250074890680975,0.0
500,F83672,St Philips Medical Centre,"St Philips Mc, Tower 3, 2Nd Floor, Clements Inn, London, WC2A 2AZ",WC2A 2AZ,020 76115131,9745,"City of Westminster, London, Greater London, England, WC2A 2AZ, United Kingdom","(51.51374795747447, -0.11522066028071203, 0.0)",51.51374795747447,-0.1152206602807119,0.0
501,F83673,The Medical Centre,"The Medical Centre, 140 Holloway Road, London, N7 8DD",N7 8DD,020 76078259,11059,"London Borough of Islington, London, Islington, Greater London, England, N7 8DD, United Kingdom","(51.550930870938274, -0.10976757215780972, 0.0)",51.550930870938274,-0.1097675721578097,0.0
502,F83674,The Junction Medical Practice,"The Junction Med Practice, 244 Tufnell Park Road, London, N19 5EW",N19 5EW,020 72729105,8848,"London Borough of Islington, London, Islington, Greater London, England, N19 5EW, United Kingdom","(51.557177377149166, -0.1365724293171575, 0.0)",51.55717737714917,-0.1365724293171575,0.0
