,Organisation Code,Name,Postcode,Full Address,Number of patients registered at GP practices in London,loc,Point,Latitude,Longitude,Altitude
425,F82627,Dr Abdullah,RM13 9AB,"Rainham Health Centre, Upminster Road South, Rainham, Essex",2826,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
426,F82630,Chase Cross Medical Centre,RM5 3PJ,"13-15 Chase Cross Road, Collier Row, Romford, Essex",10118,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
427,F82634,Heathway Medical Centre,RM10 9HU,"Broad Street Resource Ctr, Moreland Road, Dagenham, Essex",3287,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
428,F82638,Modern Medical Centre,RM7 0PX,"The Surgery, 195 Rush Green Road, Romford, Essex",5960,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
429,F82642,Gables Surgery,RM8 2LD,"The Gables Surgery, Markyate Road, Dagenham, Essex",6603,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
430,F82647,Dr R Chibber'S Practice,IG11 9XQ,"7 Salisbury Avenue, Barking, Essex",5552,"Barking, Suffolk, GB, IG11 9XQ","(51.538833, 0.083711, 0.0)",51.538833,0.083711,0.0
431,F82648,Ingrebourne Medical Centre,RM3 7JJ,"135 Straight Road, Harold Hill, Romford, Essex",10661,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
432,F82649,Berwick Surgery,RM13 9QU,"Berwick Surgery, 17 Berwick Road, Rainham, Essex",2885,"Rainham, Essex, GB, RM13 9QU","(51.527184, 0.214001, 0.0)",51.527184,0.214001,0.0
433,F82650,Dr Aa Ansari'S Practice,IG11 9RS,"364-370 Ripple Road, Barking, Essex",3354,"Barking, Suffolk, GB, IG11 9RS","(51.535353, 0.094338, 0.0)",51.535353,0.094338,0.0
434,F82660,Tulasi Medical Centre,RM8 3XU,"Tulasi Medical Centre, 10 Bennetts Castle Lane, Dagenham, Essex",2136,"Dagenham, Essex, GB, RM8 3XU","(51.561006, 0.124516, 0.0)",51.561006,0.124516,0.0
435,F82661,Green Lane Surgery,RM8 1BX,"872 Green Lane, Dagenham, Essex",20237,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
436,F82663,Dr Marks Practice,RM1 2SB,"107 Brentwood Road, Romford, Essex",12280,"Romford, Essex, GB, RM1 2SB","(51.572564, 0.192406, 0.0)",51.572564,0.192406,0.0
437,F82666,Rahman & Tsoi,RM12 5PA,"The Surgery, 482 South End Road, Hornchurch, Essex",1015,"Hornchurch, Essex, GB, RM12 5PA","(51.547281, 0.204086, 0.0)",51.547281,0.204086,0.0
438,F82670,Abbamoor Surgery,RM3 9SU,"Harold Hill Health Centre, Gooshays Drive, Harold Hill, Romford, Essex",5557,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
439,F82671,Prasad,RM3 7JJ,"137 Straight Road, Harold Hill, Romford, Essex",2214,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
440,F82674,Cranham Health Centre,RM14 1RG,"Cranham Health Centre, Avon Road, Upminster, Essex",5032,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
441,F82675,Billet Lane Medical Practice,RM11 1XA,"Billet Lane Medical Pract, 58B Billet Lane, Hornchurch, Essex",16451,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
442,F82677,Dr A Moghal'S Practice,RM8 3HP,"Becontree Medical Centre, 641-645 Becontree Avenue, Dagenham, Essex",6657,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
443,F82678,Dr Km Alkaisy Practice,RM9 6EA,"Urswick Medical Centre, Urswick Road, Dagenham, Essex",4357,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
444,F82679,Dr Dp Shah'S Practice,RM10 8EJ,"Parkview Medical Centre, 199 Reede Road, Dagenham, Essex",5279,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
445,F82680,Highgrove Surgery,IG11 9LX,"Barking Community Hosp, Upney Lane, Barking, Essex",36776,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
446,F82686,Dr A Patel,RM6 6RT,"Ashton Gardens, Chadwell Heath, Romford, Essex",12766,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
447,F83002,River Place Health Centre,N1 2DE,"River Place Health Centre, River Place,Essex Road, London",8242,"London, Westminster, GB, N1 2DE","(51.541012, -0.097405, 0.0)",51.541012,-0.097405,0.0
448,F83003,Park End Surgery,NW3 2SE,"The Park End Surgery, 3 Park End, (Off South Hill Park), London",15496,"London, Westminster, GB, NW3 2SE","(51.556137, -0.165671, 0.0)",51.556137,-0.165671,0.0
449,F83004,Archway Medical Centre,N19 3NU,"Archway Medical Centre, 652 Holloway Road, London",17370,"London, Westminster, GB, N19 3NU","(51.562544, -0.126098, 0.0)",51.562544,-0.126098,0.0
450,F83005,Gower Street Practice,WC1E 6DP,"Gower Street Practice, 20 Gower Street, London",5182,"London, Westminster, GB, WC1E 6DP","(51.520122, -0.129801, 0.0)",51.520122,-0.129801,0.0
451,F83006,Ampthill Practice,NW1 1TN,"Crowndale Health Centre, 59 Crowndale Road, London",5227,"London, Westminster, GB, NW1 1TN","(51.534576, -0.13734, 0.0)",51.534576,-0.13734,0.0
452,F83007,Roman Way Medical Centre,N1 1SW,"Roman Way Medical Centre, 28 Laycock Street, London",5731,"London, Westminster, GB, N1 1SW","(51.544464, -0.105626, 0.0)",51.544464,-0.105626,0.0
453,F83008,The Goodinge Group Practice,N7 9EW,"Goodinge Health Centre, Goodinge Cl, 20 North Rd, London",8436,"London, Westminster, GB, N7 9EW","(51.548253, -0.125416, 0.0)",51.548253,-0.125416,0.0
454,F83010,Islington Central Medical Centre,N1 1SW,"Islington Central M. Ctr, 28 Laycock Street, London",3503,"London, Westminster, GB, N1 1SW","(51.544464, -0.105626, 0.0)",51.544464,-0.105626,0.0
455,F83011,Primrose Hill Surgery,NW1 8UR,"Primrose Hill Surgery, 99 Regents Park Road, London",3077,"London, Westminster, GB, NW1 8UR","(51.542186, -0.156296, 0.0)",51.542186,-0.156296,0.0
456,F83012,Elizabeth Avenue Group Practice,N1 3BS,"Elizabeth Ave Group Prac., 2 Elizabeth Avenue, Islington, London",13863,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
457,F83015,St Johns Way Medical Centre,N19 3RN,"St. Johns Way Medical Ctr, 96 St. Johns Way, London",14349,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
458,F83017,Hampstead Group Practice,NW3 2QU,"Hampstead Group Practice, 75 Fleet Road, Hampstead, London",10556,"London, Westminster, GB, NW3 2QU","(51.553173, -0.16305, 0.0)",51.553173,-0.16305,0.0
459,F83018,Prince Of Wales Group Surgery,NW5 3LN,"52 Prince Of Wales Road, Camden, London",4344,"London, Westminster, GB, NW5 3LN","(51.546783, -0.146115, 0.0)",51.546783,-0.146115,0.0
460,F83019,Abbey Medical Centre,NW8 0AG,"Abbey Medical Centre, 85 Abbey Road, London",4851,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
461,F83020,Adelaide Medical Centre,NW3 3RY,"Adelaide Medical Centre, 111 Adelaide Road, London",10149,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
462,F83021,Ritchie Street Group Practice,N1 0DG,"Ritchie Street Group Prac, 34 Ritchie Street, London",24287,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
463,F83022,Caversham Group Practice,NW5 2UP,"4 Peckwater Street, Kentish Town, London",8875,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
464,F83023,James Wigg Practice,NW5 2BX,"Kentish Town Health Ctre, 2 Bartholomew Road, London",33145,"London, Westminster, GB, NW5 2BX","(51.5462, -0.139952, 0.0)",51.5462,-0.139952,0.0
465,F83025,The Regents Park Practice,NW1 3RH,"Regents Park Medical Ctr., Cumberland Market, London",6794,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
466,F83027,Drs Bowry & Bowry'S Practice,N7 8LT,"The Family Practice, 117 Holloway Road, Islington, London",4332,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
467,F83032,St Peter'S Street Medical Practice,N1 8JG,"St.Peter'S St Med Pract, 16 1/2 St.Peter'S Street, Islington, London",4968,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
468,F83033,Barnsbury Medical Practice,N1 0AL,"Bingfield Primary Care Cr, 8 Bingfield Street, London",6985,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
469,F83034,New North Health Centre,N1 7AA,"New North Health Centre, 287-293 New North Road, London",2657,"London, Westminster, GB, N1 7AA","(51.537536, -0.091551, 0.0)",51.537536,-0.091551,0.0
470,F83039,The Rise Group Practice,N19 3YU,"Hornsey Rise Health Ctr., Hornsey Rise, London",884,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
471,F83042,Gray'S Inn Road Medical Centre,WC1X 8TS,"Gray'S Inn Road Med Ctr, 77 Gray'S Inn Road, Holborn, London",3482,"London, Westminster, GB, WC1X 8TS","(51.522791, -0.114512, 0.0)",51.522791,-0.114512,0.0
472,F83043,Ridgmount Practice,WC1E 7AA,"Ridgmount Practice, 8 Ridgmount Street, London",3529,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
473,F83044,The Bloomsbury Surgery,WC1N 1PD,"The Bloomsbury Surgery, 1 Handel Street, London",7668,"London, Westminster, GB, WC1N 1PD","(51.525673, -0.12323, 0.0)",51.525673,-0.12323,0.0
474,F83045,The Miller Practice,N5 2ET,"The Miller Practice, 49 Highbury New Park, Highbury, London",12152,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
475,F83048,Brunswick Medical Centre Uhpc,WC1N 1AF,"39 Brunswick Centre, London",4973,"London, Westminster, GB, WC1N 1AF","(51.524848, -0.123912, 0.0)",51.524848,-0.123912,0.0
476,F83050,Fortune Green Road Surgery,NW6 1DS,"80 Fortune Green Road, London",10634,"London, Westminster, GB, NW6 1DS","(51.554656, -0.196601, 0.0)",51.554656,-0.196601,0.0
477,F83052,Brookfield Park Surgery,N19 5BZ,"68 Chester Road, London",4629,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
478,F83053,Mildmay Medical Practice,N16 9NF,"Mildmay Medical Practice, 2A Green Lanes, London",8737,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
479,F83055,West Hampstead Medical Centre,NW6 1TP,"9 Solent Road, London",7538,"London, Westminster, GB, NW6 1TP","(51.550042, -0.196553, 0.0)",51.550042,-0.196553,0.0
480,F83056,The Mitchison Road Surgery,N1 3NG,"The Surgery, 2 Mitchison Road, London",9153,"London, Westminster, GB, N1 3NG","(51.544994, -0.087331, 0.0)",51.544994,-0.087331,0.0
481,F83057,Parliament Hill Surgery,NW5 1TR,"Parliament Hill Surgery, 113-117 Highgate Road, London",24349,"London, Westminster, GB, NW5 1TR","(51.555172, -0.145442, 0.0)",51.555172,-0.145442,0.0
482,F83058,Holborn Medical Centre,WC1N 3NA,"The Holborn Medical Ctr., 64-66 Lamb'S Conduit St., Holborn, London",5367,"London, Westminster, GB, WC1N 3NA","(51.522243, -0.118513, 0.0)",51.522243,-0.118513,0.0
483,F83059,Brondesbury Medical Centre,NW6 7JQ,"Brondesbury Medical Ctr, 279 Kilburn High Road, London",2571,"London, Westminster, GB, NW6 7JQ","(51.543506, -0.200186, 0.0)",51.543506,-0.200186,0.0
484,F83060,The Northern Medical Centre,N7 6LB,"Northern Medical Centre, 580 Holloway Road, London",11530,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
485,F83061,Museum Practice,WC1B 3BA,"The Museum Practice, 58 Great Russell Street, London",5847,"London, Westminster, GB, WC1B 3BA","(51.518187, -0.125801, 0.0)",51.518187,-0.125801,0.0
486,F83063,Killick Street Health Centre,N1 9RH,"Killick Street Health Ctr, 75 Killick Street, London",3962,"London, Westminster, GB, N1 9RH","(51.534248, -0.119056, 0.0)",51.534248,-0.119056,0.0
487,F83064,City Road Medical Centre,EC1V 2QH,"City House Medical Centre, Unit 1-3 Ground Floor, City Hse.,190-196 City Rd, London",4809,"London, Westminster, GB, EC1V 2QH","(51.527897, -0.091089, 0.0)",51.527897,-0.091089,0.0
488,F83615,Cholmley Gardens Surgery,NW6 1AE,"1 Cholmley Gardens, Mill Lane, London",5773,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
489,F83623,Keats Group Practice,NW3 1NR,"The Keats Group Practice, 1B Downshire Hill, London",5987,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
490,F83624,Clerkenwell Medical Practice,EC1R 0LP,"Clerkenwell Med Practice, Finsbury H/C,17 Pine St, London",6559,"London, Westminster, GB, EC1R 0LP","(51.524866, -0.108818, 0.0)",51.524866,-0.108818,0.0
491,F83632,Queens Crescent Practice,NW5 4EB,"76 Queens Crescent, London",5841,"London, Westminster, GB, NW5 4EB","(51.54966, -0.151753, 0.0)",51.54966,-0.151753,0.0
492,F83633,Daleham Gardens Health Centre,NW3 5BY,"The Surgery, 5 Daleham Gardens, London",10688,"London, Westminster, GB, NW3 5BY","(51.547954, -0.174352, 0.0)",51.547954,-0.174352,0.0
493,F83635,Kings Cross Surgery,NW1 0PE,"The Bloomsbury Building, 4 St Pancras Way, London",4034,"London, Westminster, GB, NW1 0PE","(51.536524, -0.131478, 0.0)",51.536524,-0.131478,0.0
494,F83652,Amwell Group Practice,WC1X 0GB,"The Amwell Practice, 4 Naoroji Street, Islington, London",2372,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
495,F83658,Belsize Priory Medical Practice (Group),NW6 4DX,"Belsize Priory Med Pract, 208 Belsize Road, Kilburn, London",2303,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
496,F83660,Highbury Grange Medical Practice,N5 2QB,"Highbury Grange Med Pract, 1-5 Highbury Grange, London",2857,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
497,F83664,The Village Practice,N7 7JJ,"The Village Practice, 115 Isledon Road, London",2549,"London, Westminster, GB, N7 7JJ","(51.559758, -0.109953, 0.0)",51.559758,-0.109953,0.0
498,F83665,Swiss Cottage Surgery,NW3 3NP,"Swiss Cottage Surgery, 2 Winchester Mews, Swiss Cottage, London",3741,"London, Westminster, GB, NW3 3NP","(51.542487, -0.172624, 0.0)",51.542487,-0.172624,0.0
499,F83666,Andover Medical Centre,N7 7QZ,"The Andover Medical Ctr., 270/282 Hornsey Road, London",11239,"London, Westminster, GB, N7 7QZ","(51.561769, -0.116434, 0.0)",51.561769,-0.116434,0.0
500,F83671,The Beaumont Practice,N19 3YU,"The Beaumont Practice, Hornsey Rise Health Ctr., Hornsey Rise, London",6180,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
501,F83672,St Philips Medical Centre,WC2A 2AZ,"St Philips Mc, Tower 3, 2Nd Floor, Clements Inn, London",9732,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
502,F83673,The Medical Centre,N7 8DD,"The Medical Centre, 140 Holloway Road, London",11078,"London, Westminster, GB, N7 8DD","(51.550948, -0.109539, 0.0)",51.550948,-0.109539,0.0
503,F83674,The Junction Medical Practice,N19 5EW,"The Junction Med Practice, 244 Tufnell Park Road, London",8864,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
504,F83678,Dr Segarajasinghe,EC1R 0JH,"Finsbury Health Centre, Pine Street, London",6530,"London, Westminster, GB, EC1R 0JH","(51.525193, -0.109583, 0.0)",51.525193,-0.109583,0.0
505,F83680,Sobell Medical Centre,N7 6NE,"Sobell Medical Centre, 272 Holloway Road, London",10648,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
506,F83681,Partnership Primary Care Centre,N7 0SL,"Partnership Pcc, 331 Camden Road, London",17574,"London, Westminster, GB, N7 0SL","(51.554719, -0.120967, 0.0)",51.554719,-0.120967,0.0
507,F83683,Somers Town Medical Centre,NW1 1HY,"Somers Town Medical Ctr., 77-83 Chalton Street, London",9985,"London, Westminster, GB, NW1 1HY","(51.529846, -0.130555, 0.0)",51.529846,-0.130555,0.0
508,F83686,Stroud Green Medical Centre,N4 3PZ,"181 Stroud Green Road, London",6400,"London, Westminster, GB, N4 3PZ","(51.570061, -0.114288, 0.0)",51.570061,-0.114288,0.0
509,F84003,Lower Clapton Group Practice,E5 0PQ,"Lower Clapton Health Ctr., 36 Lower Clapton Road, Clapton, London",8069,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
510,F84004,Market Street Health Group,E6 2RA,"Market Street Health Grp, 52 Market Street, East Ham, London",8818,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
511,F84006,The Shrewsbury Centre,E7 8QP,"Shrewsbury Road Hlth Ctr, Shrewsbury Road, Forest Gate, London",5303,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
512,F84008,Barton House Group Practice,N16 9JT,"Barton House Health Ctr, 233 Albion Road, Stoke Newington, London",7782,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
513,F84009,Stratford Village Surgery,E15 4BZ,"Stratford Village Surgery, 50C Romford Road, Stratford, London",4933,"London, Westminster, GB, E15 4BZ","(51.542106, 0.006389, 0.0)",51.542106,0.006389,0.0
514,F84010,St. Bartholomews Surgery,E6 3BA,"St.Bartholomew'S Surgery, 292A Barking Road, East Ham, London",4466,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
515,F84012,Albion Health Centre,E1 1BU,"Albion Health Centre, 333 Whitechapel Road, Whitechapel, London",6353,"London, Westminster, GB, E1 1BU","(51.520018, -0.057631, 0.0)",51.520018,-0.057631,0.0
516,F84013,Stamford Hill Group Practice,N16 6UA,"Stamford Hill Group Pract, 2 Egerton Road, Stamford Hill, London",4317,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
517,F84014,Upton Lane Medical Centre,E7 9PB,"Upton Lane Medical Centre, 75-77 Upton Lane, Forest Gate, London",6502,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
518,F84015,Kingsmead Healthcare,E9 5QG,"Kingsmead Healthcare, 4 Kingsmead Way, London",5212,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
519,F84016,The Mission Practice,E2 9LS,"Mission Medical Practice, 208 Cambridge Heath Road, Bethnal Green, London",4425,"London, Westminster, GB, E2 9LS","(51.531374, -0.056456, 0.0)",51.531374,-0.056456,0.0
520,F84017,Star Lane Medical Centre,E16 4QH,"Star Lane Medical Centre, 121 Star Lane, Canning Town, London",1034,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
521,F84018,The Nightingale Practice,E5 8BY,"Nightingale Practice, 10 Kenninghall Road, Clapton, London",3085,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
522,F84021,London Fields Medical Centre,E8 4QJ,"London Fields Medical Ctr, 38-44 Broadway Market, Hackney, London",2876,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
523,F84022,Stratford Health Centre,E15 1EN,"Stratford Health Centre, 121-123 The Grove, Stratford, London",2801,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
524,F84025,Gough Walk Practice,E14 0EY,"Newby Plce Hlth Wellbeing, 21 Newby Place, London",4680,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
525,F84030,Ruston Street Clinic,E3 2LR,"Ruston Street Clinic, Ruston Street, Bow, London",7246,"London, Westminster, GB, E3 2LR","(51.536343, -0.027058, 0.0)",51.536343,-0.027058,0.0
526,F84031,Jubilee Street Practice,E1 0LS,"Jubilee Street Practice, 368-374 Commercial Road, London",65187,"London, Westminster, GB, E1 0LS","(51.513626, -0.050697, 0.0)",51.513626,-0.050697,0.0
527,F84033,Somerford Grove Practice,N16 7UA,"Somerford Grove Hlth.Ctr., Somerford Grove, Stoke Newington, London",15081,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
528,F84034,St. Stephens Health Centre,E3 5ED,"St.Stephens Health Centre, Bow Community Hall, William Place, London",24938,"London, Westminster, GB, E3 5ED","(51.532216, -0.030885, 0.0)",51.532216,-0.030885,0.0
529,F84035,Richmond Road Medical Centre,E8 3HN,"Richmond Rd Medical Ctre, 136 Richmond Road, London",6156,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
530,F84036,The Cedar Practice,N4 2NU,"Cedar Practice, John Scott Health Centre, Woodberry Down, Green Lanes, London",53776,"London, Westminster, GB, N4 2NU","(51.568208, -0.093644, 0.0)",51.568208,-0.093644,0.0
531,F84038,Beechwood Medical Centre,E8 3AH,"Beechwood Medical Centre, 86A Dalston Lane, London",9450,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
532,F84039,Whitechapel Health Centre,E1 2LP,"Whitechapel Health Centre, 44-56 Hessel Street, London",2494,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
533,F84041,Southgate Road Medical Centre,N1 3JS,"Southgate Rd Medical Ctr, 101-103 Southgate Road, London",10428,"London, Westminster, GB, N1 3JS","(51.540764, -0.08546, 0.0)",51.540764,-0.08546,0.0
534,F84044,Harley Grove Medical Ctr.,E3 2AT,"Harley Grove Medical Ctr., 15 Harley Grove, London",7716,"London, Westminster, GB, E3 2AT","(51.527848, -0.027829, 0.0)",51.527848,-0.027829,0.0
535,F84046,Brayford Square Surgery,E1 0SG,"5 Brayford Square, Stepney, London",5826,"London, Westminster, GB, E1 0SG","(51.514214, -0.05034, 0.0)",51.514214,-0.05034,0.0
536,F84047,Custom House Surgery,E16 3NA,"Custom House Surgery, 16 Freemasons Road, Custom House, Canning Town,London",4803,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
537,F84050,Boleyn Medical Centre,E6 3BD,"Boleyn Medical Centre, 152 Barking Road, East Ham, London",6684,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
538,F84051,Strouts Place Medical Centre,E2 7QU,"Med Ctr, 3 Strouts Place, Pelter Street, London",6202,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
539,F84052,Essex Lodge,E13 0AS,"Essex Lodge, 94 Greengate Street, Plaistow, London",6209,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
540,F84053,Greengate Medical Centre,E13 8PS,"Greengate Medical Centre, 497 Barking Road, Plaistow, London",6466,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
541,F84054,The Limehouse Practice,E14 8HQ,"Gill Street Health Centre, 11 Gill Street, Poplar, London",10135,"London, Westminster, GB, E14 8HQ","(51.511254, -0.028719, 0.0)",51.511254,-0.028719,0.0
542,F84055,The Grove Road Surgery,E3 5TW,"3 Ivanhoe House, 130 Grove Road, Bow, London",7195,"London, Westminster, GB, E3 5TW","(51.529787, -0.038847, 0.0)",51.529787,-0.038847,0.0
543,F84060,Athena Medical Centre,E5 0QP,"Athena Medical Centre, 21 Atherden Road, Clapton, London",8736,US,"(39.390897, -99.066067, 0.0)",39.390897,-99.066067,0.0
